NAICS Code,Industry,Emission Factor (Without Margins)_USD,Emission Factor (Without Margins)_CO2e,Material Type,Weight (kg),Emission Factor per kg (CO2e),Predicted Production Emissions,Logistics Emissions,Total Emissions
525120,Health and Welfare Funds,1.78e-05,0.218,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
238170,Siding Contractors,3.9e-09,0.221,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
212321,Construction Sand and Gravel Mining,1.63e-08,0.184,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
322230,Stationery Product Manufacturing,7.63e-09,0.265,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
454390,Other Direct Selling Establishments,1.15e-08,0.094,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
541922,Commercial Photography,1.03e-09,0.125,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,2.27e-09,0.115,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
111339,Other Noncitrus Fruit Farming,7.72e-10,0.429,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
334516,Analytical Laboratory Instrument Manufacturing,6.06e-08,0.078,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
541940,Veterinary Services,2.76e-10,0.127,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
485320,Limousine Service,4.88e-07,0.566,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
332420,Metal Tank (Heavy Gauge) Manufacturing,0.000814,0.267,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
111422,Floriculture Production,7.86e-11,0.266,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
515112,Radio Stations,5.12e-09,0.079,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
237210,Land Subdivision,3.82e-09,0.221,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
812112,Beauty Salons,0.000415,0.125,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
451110,Sporting Goods Stores,1.58e-09,0.111,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
334514,Totalizing Fluid Meter and Counting Device Manufacturing,1.77e-09,0.063,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
311230,Breakfast Cereal Manufacturing,2.6e-09,0.423,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
488410,Motor Vehicle Towing,1.16e-08,0.162,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
448140,Family Clothing Stores,0.00135,0.138,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
722514,"Cafeterias, Grill Buffets, and Buffets",8e-09,0.132,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
334210,Telephone Apparatus Manufacturing,1.5e-09,0.051,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
111411,Mushroom Production,0.000587,0.266,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
333993,Packaging Machinery Manufacturing,1.24e-07,0.113,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
812990,All Other Personal Services,8.32e-09,0.111,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
321213,Engineered Wood Member (except Truss) Manufacturing,1.98e-09,0.187,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
326299,All Other Rubber Product Manufacturing,0.000559,0.313,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
335932,Noncurrent-Carrying Wiring Device Manufacturing,1.02e-08,0.102,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
445210,Meat Markets,1.1e-10,0.186,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
325520,Adhesive Manufacturing,1.74e-09,0.502,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
313210,Broadwoven Fabric Mills,4.5e-10,0.48,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
237210,Land Subdivision,7.8e-07,0.221,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
331410,Nonferrous Metal (except Aluminum) Smelting and Refining,5.63e-10,0.408,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
334111,Electronic Computer Manufacturing,3.48e-10,0.03,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
339114,Dental Equipment and Supplies Manufacturing,0.127,0.143,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
811490,Other Personal and Household Goods Repair and Maintenance,0.000292,0.113,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
713120,Amusement Arcades,4.85e-10,0.167,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
711211,Sports Teams and Clubs,5.42e-11,0.067,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
485111,Mixed Mode Transit Systems,2.57e-09,0.566,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
311422,Specialty Canning,2.78e-09,0.343,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
523930,Investment Advice,0.000261,0.066,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
532310,General Rental Centers,7.93e-10,0.102,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
112120,Dairy Cattle and Milk Production,1.51e-08,1.682,Other,1.0,1.682,1.5024238887877235,0.0838563504755357,1.5862802392632591
541511,Custom Computer Programming Services,5.26e-10,0.084,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
311611,Animal (except Poultry) Slaughtering,8.82e-09,1.086,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
811198,All Other Automotive Repair and Maintenance,2.57e-08,0.103,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
313230,Nonwoven Fabric Mills,2.78e-10,0.48,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
321212,Softwood Veneer and Plywood Manufacturing,8.16e-08,0.187,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
212399,All Other Nonmetallic Mineral Mining,0.000499,0.184,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
621210,Offices of Dentists,3.96e-10,0.056,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
425110,Business to Business Electronic Markets,3.02e-07,0.092,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
525110,Pension Funds,1.78e-05,0.218,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
525120,Health and Welfare Funds,9.67e-08,0.218,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
515111,Radio Networks,0.0115,0.079,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
333993,Packaging Machinery Manufacturing,8.08e-06,0.113,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
481112,Scheduled Freight Air Transportation,0.000744,0.644,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
721110,Hotels (except Casino Hotels) and Motels,7.21e-10,0.145,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
524126,Direct Property and Casualty Insurance Carriers,9.31e-08,0.033,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
221320,Sewage Treatment Facilities,1.87e-08,0.578,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
561990,All Other Support Services,6.98e-10,0.127,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
332911,Industrial Valve Manufacturing,6.84e-08,0.146,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
425110,Business to Business Electronic Markets,1.85e-07,0.092,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
561421,Telephone Answering Services,0.000354,0.111,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
611410,Business and Secretarial Schools,6.26e-09,0.108,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
334516,Analytical Laboratory Instrument Manufacturing,0.000151,0.078,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
811213,Communication Equipment Repair and Maintenance,2.18e-09,0.076,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
452210,Department Stores,2.18e-07,0.164,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
333996,Fluid Power Pump and Motor Manufacturing,6.12e-10,0.182,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
442299,All Other Home Furnishings Stores,4.98e-10,0.111,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
336214,Travel Trailer and Camper Manufacturing,4.02e-10,0.128,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
321918,Other Millwork (including Flooring),4.3e-10,0.122,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
442291,Window Treatment Stores,1.08e-08,0.111,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
332510,Hardware Manufacturing,0.000515,0.157,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
812910,Pet Care (except Veterinary) Services,1.32e-07,0.111,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
541213,Tax Preparation Services,1.88e-09,0.054,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
541191,Title Abstract and Settlement Offices,3.11e-10,0.041,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",7.5e-10,0.108,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",1.03e-08,0.047,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
115111,Cotton Ginning,1.1e-09,0.384,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
522291,Consumer Lending,2.17e-09,0.072,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
111160,Rice Farming,8.02e-08,0.809,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
451120,"Hobby, Toy, and Game Stores",1.58e-09,0.111,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
482111,Line-Haul Railroads,6.17e-09,0.466,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
561410,Document Preparation Services,1.88e-10,0.111,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
453930,Manufactured (Mobile) Home Dealers,9.38e-10,0.111,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
486110,Pipeline Transportation of Crude Oil,2.12e-08,1.619,Other,1.0,1.619,1.5024238887877235,0.0838563504755357,1.5862802392632591
325611,Soap and Other Detergent Manufacturing,1.01e-06,0.315,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
453110,Florists,0.095,0.111,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
811212,Computer and Office Machine Repair and Maintenance,7.56e-09,0.076,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
453991,Tobacco Stores,1.28e-05,0.111,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
336214,Travel Trailer and Camper Manufacturing,4.02e-10,0.128,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
335110,Electric Lamp Bulb and Part Manufacturing,2.54e-09,0.099,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
324121,Asphalt Paving Mixture and Block Manufacturing,1.48e-09,1.093,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
326112,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,1.16e-07,0.521,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
113210,Forest Nurseries and Gathering of Forest Products,0.000373,0.199,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
621910,Ambulance Services,5.51e-05,0.18,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
444190,Other Building Material Dealers,3.41e-08,0.087,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
221320,Sewage Treatment Facilities,1.87e-08,0.578,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
511191,Greeting Card Publishers,0.000139,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511120,Periodical Publishers,3.14e-10,0.059,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.6e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511199,All Other Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511140,Directory and Mailing List Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511120,Periodical Publishers,3.14e-10,0.059,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511120,Periodical Publishers,3.14e-10,0.059,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511110,Newspaper Publishers,9.85e-10,0.043,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.91e-06,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,4.15e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511191,Greeting Card Publishers,5.42e-08,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.6e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511199,All Other Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,4.15e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511120,Periodical Publishers,3.14e-10,0.059,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,4.15e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511199,All Other Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511120,Periodical Publishers,3.14e-10,0.059,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511199,All Other Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511130,Book Publishers,2.74e-10,0.072,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511120,Periodical Publishers,3.14e-10,0.059,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511130,Book Publishers,1.76e-09,0.072,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511199,All Other Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511120,Periodical Publishers,3.14e-10,0.059,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511120,Periodical Publishers,1.83e-08,0.059,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.91e-06,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511130,Book Publishers,2.74e-10,0.072,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,4.15e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511199,All Other Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511191,Greeting Card Publishers,5.42e-08,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511191,Greeting Card Publishers,0.000139,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511120,Periodical Publishers,1.83e-08,0.059,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511130,Book Publishers,2.74e-10,0.072,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511191,Greeting Card Publishers,0.000139,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511199,All Other Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511199,All Other Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511120,Periodical Publishers,3.14e-10,0.059,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,4.15e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.6e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511130,Book Publishers,2.74e-10,0.072,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511191,Greeting Card Publishers,0.000139,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511191,Greeting Card Publishers,5.42e-08,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511110,Newspaper Publishers,9.85e-10,0.043,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511191,Greeting Card Publishers,0.000139,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511140,Directory and Mailing List Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511199,All Other Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,4.15e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.6e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511191,Greeting Card Publishers,5.42e-08,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511199,All Other Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.6e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511130,Book Publishers,1.76e-09,0.072,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511130,Book Publishers,2.74e-10,0.072,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511140,Directory and Mailing List Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511191,Greeting Card Publishers,5.42e-08,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.6e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.6e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,4.15e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511130,Book Publishers,1.76e-09,0.072,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511120,Periodical Publishers,3.14e-10,0.059,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511199,All Other Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511110,Newspaper Publishers,9.85e-10,0.043,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511140,Directory and Mailing List Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,8.64e-08,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,8.64e-08,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511120,Periodical Publishers,1.83e-08,0.059,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511191,Greeting Card Publishers,5.42e-08,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511191,Greeting Card Publishers,5.42e-08,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511191,Greeting Card Publishers,0.000139,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.6e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511130,Book Publishers,2.74e-10,0.072,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511120,Periodical Publishers,1.83e-08,0.059,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,4.15e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.6e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511130,Book Publishers,1.76e-09,0.072,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511191,Greeting Card Publishers,0.000139,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511110,Newspaper Publishers,9.85e-10,0.043,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511191,Greeting Card Publishers,0.000139,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.6e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511191,Greeting Card Publishers,5.42e-08,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511199,All Other Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,4.15e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.6e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.6e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511130,Book Publishers,2.74e-10,0.072,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511140,Directory and Mailing List Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511199,All Other Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511199,All Other Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511191,Greeting Card Publishers,5.42e-08,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511120,Periodical Publishers,1.83e-08,0.059,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,4.15e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,8.64e-08,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.6e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511120,Periodical Publishers,1.83e-08,0.059,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511110,Newspaper Publishers,9.85e-10,0.043,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511120,Periodical Publishers,3.14e-10,0.059,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.6e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.91e-06,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511110,Newspaper Publishers,9.85e-10,0.043,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511110,Newspaper Publishers,9.85e-10,0.043,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511191,Greeting Card Publishers,0.000139,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,6.6e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511140,Directory and Mailing List Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,4.15e-10,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
491110,Postal Service,8.64e-08,0.074,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
511199,All Other Publishers,0.000425,0.053,Paper,1.0,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371
